"siteid","sitename","lat","long","area","notes","description","elev"
2798,"Urochitsche Zvezdochka Exposure",43.01667,133.76667,NA,NA,NA,109
2799,"Ust'-Algan Exposure",64.33333,171.26667,NA,NA,NA,24
2800,"Utricularia Lake",35.96889,-108.80833,NA,NA,NA,2756
2801,"Uyandinskoye Exposure",69.27917,139.97222,NA,NA,NA,578
2802,"Mallín Vaca Lauquen",-36.858462,-71.048932,NA,NA,NA,1555
2803,"Valle Laguna Negra",8.79167,-70.76667,NA,NA,NA,3864
2804,"Valle Laguna Victoria",8.80833,-70.79167,NA,NA,NA,3145
2805,"Valhalla Hollow",44.30861,-74.37083,NA,NA,NA,484
2806,"Van Nostrand Lake",44,-79.38,NA,NA,NA,304
2807,"Vechernii River",63.28333,147.75,NA,NA,NA,871
2808,"Venyukovka-1 Exposure",47.11667,138.58333,NA,NA,NA,205
2809,"Venyukovka-2 Exposure",47.03333,138.58333,NA,NA,NA,-3
2810,"Venyukovka-3 Exposure",47.11667,138.58333,NA,NA,NA,205
2811,"Veranada Pelan",-36.88333,-70.38333,NA,NA,NA,1836
2812,"Veranada Vulkanpickel",-36.68333,-70.41667,NA,NA,NA,2973
2813,"Veseloye Lake",71.16667,-179.65,NA,NA,NA,193
2814,"Vestaburg Bog",43.41667,-84.88333,NA,NA,NA,272
2815,"Baie du Diana",60.78278,-69.83278,NA,NA,NA,18
2822,"Volo Bog",42.35154,-88.18475,NA,NA,NA,230
2823,"Vostok Gulf",42.9,132.75,NA,NA,NA,-11
2825,"Walker Lake",48.52917,-124.00222,NA,NA,NA,968
2826,"Larkum Pond",42.16472,-73.05972,NA,NA,NA,391
2827,"Wasa Mayu",-17.53333,-65.81667,NA,NA,NA,2750
2828,"Watchtower Basin",52.78333,-117.08333,NA,NA,NA,2290
2829,"Waubashene Nippissing Transgression Site",44.78,-79.68,NA,NA,NA,164
2839,"White Pond",34.16699,-80.776822,NA,NA,NA,89
2846,"Water Conservation Area 2A, Site 2 (Site F1)",26.35972,-80.37056,NA,NA,NA,3
2847,"Water Conservation Area 2A, Site 3 (Site U3)",26.2875,-80.41139,NA,NA,NA,3
2848,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",25.974,-80.6688,NA,NA,NA,2
2849,"Weber Lake",47.47167,-91.66,NA,NA,NA,560
2850,"Wells Mastodon Site",41.08333,-86.43333,NA,NA,NA,236
2851,"Wentzel's Pond",46.95,-94.95,NA,NA,NA,448
2852,"Weslemkoon Lake",45.03333,-77.43333,NA,NA,NA,355
2853,"Whiskey Lake",35.98194,-108.81083,NA,NA,NA,2708
2854,"Whitney's Gulch",51.51667,-57.3,NA,NA,NA,120
2855,"White Lily Lake",46.08611,-93.10278,NA,NA,NA,342
2856,"Whyac Lake",48.67222,-124.84444,NA,NA,NA,30
2857,"Wien Lake",64.33333,-151.26667,NA,NA,NA,419
2858,"Wilcox Pass",52.24167,-117.21667,NA,NA,NA,2329
2859,"Willow River Pond",46.324208,-92.780934,NA,NA,NA,322
2860,"Windsor Pond",42.536572,-72.980888,NA,NA,NA,496
2862,"Winneconnet Pond",41.96667,-71.11667,NA,NA,NA,22
2863,"Winter Gulf Site",42.56111,-78.93389,NA,NA,NA,250
2864,"Wintergreen Lake",42.4,-85.38333,NA,NA,NA,274
2865,"Wild Spear Lake",59.25,-114.15,NA,NA,NA,849
2932,"Wolf Creek",46.11667,-94.11667,NA,NA,NA,378
2933,"Wolsfeld Lake",45.004374,-93.573634,NA,NA,NA,291
2934,"Wolverine Lake",46.42917,-85.66111,NA,NA,NA,260
2935,"Wonder Lake",63.48333,-151.08333,NA,NA,NA,939
2936,"Woodcliff Lake",41.02,-74.03,NA,NA,NA,23
2937,"Wood Lake",45.33333,-90.08333,NA,NA,NA,497
2938,"Woodworth Pond",47.15,-99.23333,NA,NA,NA,593
2939,"Woody Cove Section",47.86167,-59.36667,NA,NA,NA,27
2940,"Point Woronzof Peat Section",61.12,-149.48,NA,NA,NA,838
2941,"Woski Pond",37.725,-119.625,NA,NA,NA,1205
2942,"Wrangel Island Exposure 12",71.16667,-179.75,NA,NA,NA,139
2943,"Wylde Bog",43.9,-80.4,NA,NA,NA,480
2944,"Wylde Lake",43.91,-80.4,NA,NA,NA,484
2945,"Yarlington Tier",-42.54361,147.30056,NA,NA,NA,635
2946,"Yastrebovka River Exposure",43.31667,133.46667,NA,NA,NA,602
2947,"Lac Yelle",48.50389,-79.63778,NA,NA,NA,333
2948,"Yellow Dog Pond",46.754768,-87.942626,NA,NA,NA,445
2949,"Yesterday Lake",56.76667,-119.48333,NA,NA,NA,1014
2950,"Zagvozdino Exposure",57.75,71.41667,NA,NA,NA,115
2951,"Zuehl Farm Site",43.03,-93.87,NA,NA,NA,353
2952,"Found Lake",45.55,-78.64,NA,NA,NA,468
2953,"DSDP Site 565",9.72806,-86.09056,NA,NA,NA,-3109
2954,"Pretty Lake",41.58306,-85.25,NA,NA,NA,297
2955,"Head Lake",37.71016,-105.74203,NA,NA,NA,2296
2956,"Canyon Lake",46.833088,-87.921624,NA,NA,NA,272
2957,"Como Lake",37.569396,-105.514454,NA,NA,NA,3581
2959,"Basswood Road Lake/Splan Pond",45.253668,-67.332056,NA,NA,NA,99
2960,"Black Sea (Southwest 1)",42.18417,28.91667,NA,NA,NA,-1351
2961,"Aborregöl",57.20045,16.15584,NA,NA,NA,81
2962,"Achit-Nur",49.46928,90.483546,NA,NA,NA,1428
2963,"Akgöl Adatepe",41.03612,30.56203,NA,NA,NA,15
2964,"Aegelsee",46.64583,7.54333,NA,NA,NA,1064
2965,"Abernethy Forest",57.23528,-3.71056,NA,NA,NA,221
2966,"Aholammi",61.8947,25.21692,NA,NA,NA,87
2967,"Aiguillettes des Ouches",45.92333,6.80944,NA,NA,NA,2206
2968,"Algendar",39.94056,3.95861,NA,NA,NA,12
2969,"Plan du Laus",44.24167,6.70222,NA,NA,NA,2130
2970,"Alsa",43.11778,-4.01667,NA,NA,NA,543
2971,"Hières sur Amby",45.79083,5.28333,NA,NA,NA,222
2972,"Ampoix",45.63333,2.93333,NA,NA,NA,1114
2973,"Amsoldingersee",46.725,7.575,NA,NA,NA,643
2974,"Amtkel 1",43.28333,41.29167,NA,NA,NA,1896
2975,"Amtkel 2",43.29167,41.28417,NA,NA,NA,1808
2976,"Amtkel 3",43.26667,41.29167,NA,NA,NA,1826
2977,"Allt na Feithe Sheilich",57.31333,-3.90841,NA,NA,NA,581
2978,"Antas",37.20833,-1.82361,NA,NA,NA,3
2979,"Åntu Sinijarv",59.0608,26.24178,NA,NA,NA,87
2980,"Arkutino Lake",42.329472,27.724032,NA,NA,NA,5
2981,"Lake Aral",44.42,59.98333,NA,NA,NA,19
2982,"Plan Dechaud",45.56722,6.83083,NA,NA,NA,2160
2983,"Aronde",49.4625,2.69111,NA,NA,NA,77
2984,"Lago de Arreo",42.78333,-2.98333,NA,NA,NA,693
2985,"Lake Varna",43.192612,27.815084,NA,NA,NA,3
2986,"Åsbotorpsjön",58.40981,13.81996,NA,NA,NA,284
2987,"Atteköps Mosse",56.38333,12.88333,NA,NA,NA,177
2988,"Altenweiher",48.01333,6.99444,NA,NA,NA,915
2989,"Atxuri",43.25028,-1.55111,NA,NA,NA,485
2990,"Auneau",48.45611,1.79361,NA,NA,NA,125
2991,"Avlan Gölü",36.58333,29.95,NA,NA,NA,989
2992,"Babozero",66.375,37.51667,NA,NA,NA,136
2993,"Badentarbat",58.03399,-5.36375,NA,NA,NA,6
2994,"Baidara",68.85,66.9,NA,NA,NA,6
2995,"Balikh",36.51667,39.08333,NA,NA,NA,313
2996,"Basse-Ville",47.18611,-1.85806,NA,NA,NA,4
2997,"Beanrig Moss",55.55197,-2.779748,NA,NA,NA,248
2999,"Bois de Buchelbush",49.71389,5.82972,NA,NA,NA,364
3000,"Buzenol",49.625,5.60889,NA,NA,NA,271
3001,"Bedlno",51.20417,20.28333,NA,NA,NA,231
3002,"Ethe source du Cron",49.60667,5.595,NA,NA,NA,265
3003,"Tontelange Heideknapp",49.71944,5.82,NA,NA,NA,332
3004,"Puerto de Belate",43.03333,-2.05,NA,NA,NA,1066
3005,"Bellefontaine",46.57528,6.09306,NA,NA,NA,1085
3006,"Belle Lake",52.18333,-7.03333,NA,NA,NA,32
3007,"Bois des Amerois",49.74389,5.12917,NA,NA,NA,429
3008,"Abbaye d'Orval",49.64194,5.34722,NA,NA,NA,230
3009,"Bergakyllen",57.18367,16.14528,NA,NA,NA,73
3010,"Bering Island",55.19893,165.99977,NA,NA,NA,19
3011,"Berlare",51.03806,3.98167,NA,NA,NA,6
3012,"Besbog",41.732864,23.524038,NA,NA,NA,2249
3013,"Beysehir Gölü",37.54167,31.5,NA,NA,NA,1120
3014,"Bezdonnoe",62.03333,32.76667,NA,NA,NA,64
3015,"Bezymiannoe",54.21667,30.00028,NA,NA,NA,180
3016,"Biot",43.8,7.1,NA,NA,NA,853
3017,"Bjärsjöholmssjön",55.453774,13.7798,NA,NA,NA,36
3018,"Bjärsjon",58.33431,13.654576,NA,NA,NA,263
3019,"Björkeröds Mosse",56.281938,12.522662,NA,NA,NA,73
3020,"Björksjödamm",57.707936,12.342754,NA,NA,NA,94
3021,"Bláto",49.04174,15.19097,NA,NA,NA,649
3022,"Blåvasstjønn",64.910744,11.6594,NA,NA,NA,93
3023,"Bledowo Lake",52.54316,20.67577,NA,NA,NA,80
3024,"Black Loch",56.32083,-3.19472,NA,NA,NA,82
3025,"Blomoy",60.53333,4.88333,NA,NA,NA,9
3026,"Blusovie",43.612,41.12027,NA,NA,NA,2896
3027,"Lake Bobriza",54.95,28.8,NA,NA,NA,176
3028,"Bogdanovskoe Lake",54.86917,29.64611,NA,NA,NA,147
3029,"Lake Boguda",63.665574,123.23711,NA,NA,NA,111
3030,"Boehnigsee Goldmoos",46.25917,7.84306,NA,NA,NA,2059
3031,"Loch Borralan",58.05155,-4.948116,NA,NA,NA,131
3032,"Bouara",35.23333,41.18333,NA,NA,NA,205
3033,"Bozova Lake",37.34861,38.515,NA,NA,NA,573
3034,"Saint Michel de Braspart",48.41667,-3.66667,NA,NA,NA,145
3035,"Brede Bridge",50.90621,0.67685,NA,NA,NA,6
3036,"Tourbière de Bresles",49.4,2.25,NA,NA,NA,35
3037,"Ballyscullion East",54.79555,-6.44908,NA,NA,NA,13
3038,"Bugristoe",58.25,85.16667,NA,NA,NA,106
3039,"Burgmoos",47.17222,7.67444,NA,NA,NA,467
3040,"Butter Mountain",54.18523,-6.04608,NA,NA,NA,489
3041,"Büyük Gölü",39.86667,37.38333,NA,NA,NA,1291
3042,"Cairn",45.33111,6.55694,NA,NA,NA,2332
3043,"Cam Loch",58.071472,-5.041736,NA,NA,NA,135
3044,"Carrivmoragh",54.30019,-5.98393,NA,NA,NA,213
3045,"La Caudelais",47.25444,-1.80028,NA,NA,NA,6
3046,"Vallon de Provence",44.39111,6.40417,NA,NA,NA,2074
3047,"Cergowa Gora",49.53333,21.7,NA,NA,NA,487
3048,"Lac de Chambedaze",45.44444,2.87528,NA,NA,NA,1175
3049,"Lac Chambon",45.57417,2.92222,NA,NA,NA,893
3050,"Bois de la Masse",45.50139,2.74472,NA,NA,NA,1144
3051,"Chat Moss",53.46667,-2.45,NA,NA,NA,24
3052,"Chraňbož",49.76853,15.372874,NA,NA,NA,469
3053,"Chepkeliai Bog",54.01667,24.51667,NA,NA,NA,125
3054,"Chernoe Lake",50.960248,106.63939,NA,NA,NA,525
3055,"Cherny Yar",56.06667,161,NA,NA,NA,265
3056,"Chistic",57.335,33,NA,NA,NA,199
3057,"Loch Cill Chriosd",57.2,-5.96667,NA,NA,NA,161
3058,"Loch a'Chroisg",57.573898,-5.15168,NA,NA,NA,155
3059,"Lac du Clou",45.56611,6.93278,NA,NA,NA,2369
3060,"Clapeyret",44.15028,7.24333,NA,NA,NA,2267
3061,"Clatteringshaws Loch",55.07767,-4.2993,NA,NA,NA,185
3062,"Plan du Clou",45.69972,6.53917,NA,NA,NA,1708
3063,"Coire Bog",57.83849,-4.38319,NA,NA,NA,250
3064,"Colfiorito",43.019604,12.87552,NA,NA,NA,754
3065,"Coolteen",52.35,-6.6,NA,NA,NA,45
3066,"Cooran Lane",55.12629,-4.39004,NA,NA,NA,259
3067,"Lac Couvert",45.69639,6.53472,NA,NA,NA,1793
3068,"Cala'n Porter",39.87056,4.13139,NA,NA,NA,4
3069,"Loch Craggie",58.00751,-4.83956,NA,NA,NA,158
3070,"Cregganmore",54.25,-9.6,NA,NA,NA,34
3071,"Lake Crivoe",55.16556,29.02611,NA,NA,NA,109
3072,"Slieve Croob",54.33333,-5.98333,NA,NA,NA,315
3073,"Cueto de la Avellanosa",43.11667,-4.36417,NA,NA,NA,1248
3074,"Culhorn Mains",54.89167,-4.98333,NA,NA,NA,14
3075,"Czajkow",50.570282,21.277992,NA,NA,NA,204
3076,"Daba-Nur",48.18924,98.76251,NA,NA,NA,2445
3077,"Dags Mosse",58.32288,14.70652,NA,NA,NA,89
3078,"Dallican Water",60.38736,-1.09648,NA,NA,NA,58
3079,"Demiryurt Gölü",39.73333,37.38333,NA,NA,NA,1656
3080,"Dendermonde",51.04389,4.08972,NA,NA,NA,4
3081,"Deromesjön",57.208724,12.352162,NA,NA,NA,43
3083,"Dlinnoe",62.31667,33.85,NA,NA,NA,76
3084,"Dolgoe",55.23333,28.18333,NA,NA,NA,190
3085,"Dood-Nur",51.33333,99.38333,NA,NA,NA,1568
3086,"Duartbeg",58.29591,-5.12887,NA,NA,NA,7
3087,"Loch Dungeon",55.13475,-4.30761,NA,NA,NA,303
3088,"Dunum - Hilliges Moor",53.59,7.63667,NA,NA,NA,5
3089,"Dürrenecksee-Moor",47.16667,13.86667,NA,NA,NA,1528
3090,"Dvůr Anšov",48.776394,16.4207,NA,NA,NA,173
3091,"Les Echets",45.83333,5,NA,NA,NA,174
3092,"Elmali",36.71611,29.85444,NA,NA,NA,1020
3093,"Embouchac",43.56639,3.91667,NA,NA,NA,5
3094,"Ennerie",47.24028,-2,NA,NA,NA,24
3095,"Bol'shoe Eravnoe Lake",52.6242,111.5005,NA,NA,NA,952
3096,"Lake Ermistu",58.36667,23.96667,NA,NA,NA,13
3097,"Puerto de las Estacas de Trueba",43.12139,-3.70056,NA,NA,NA,1151
3098,"Le Grand Etang de Suze-La-Rousse",44.32389,4.83361,NA,NA,NA,91
3099,"Ezerisch",55.85,30,NA,NA,NA,185
3100,"Loch Fada",57.46359,-6.182406,NA,NA,NA,122
3101,"The Mire [Fallahogy]",54.90378,-6.5579,NA,NA,NA,47
3102,"Färskesjön",56.15907,15.86049,NA,NA,NA,11
3103,"Fishersgreen",51.91913,-0.2219,NA,NA,NA,99
3104,"Fjallsjön 1",57.75152,12.85762,NA,NA,NA,275
3105,"Fjällnas",62.615724,12.133112,NA,NA,NA,779
3106,"Flaatevatn",59.70032,6.171564,NA,NA,NA,548
3107,"Lake Flarken",58.55679,13.67319,NA,NA,NA,104
3108,"Fletnowo",53.53813,18.64588,NA,NA,NA,29
3109,"Flögeln",53.669394,8.762382,NA,NA,NA,3
3110,"Mobeche Forest",48.51667,-1,NA,NA,NA,189
3111,"Malhaire",48.5,-1,NA,NA,NA,166
3112,"Grande Brière",47.36667,-2.25,NA,NA,NA,6
3113,"Fougères",48.51667,-0.83333,NA,NA,NA,188
3114,"Le Fourneau",48.44444,-0.19167,NA,NA,NA,285
3115,"Frengstadsetra",62.57327,10.12398,NA,NA,NA,800
3116,"Fuchsschwanzmoos",47.11667,13.9,NA,NA,NA,1743
3117,"Giecz",52.32201,17.3655,NA,NA,NA,84
3118,"Cala Galdana",39.93694,3.965,NA,NA,NA,45
3119,"Aghia Galini",35.106616,24.693726,NA,NA,NA,35
3120,"Galtsjön",56.21884,15.21014,NA,NA,NA,24
3121,"Mire Garvan",44.106212,26.910492,NA,NA,NA,5
3122,"Bois des Gardes",45.41667,2.7,NA,NA,NA,939
3123,"Ghab",35.68333,36.3,NA,NA,NA,159
3124,"Druim Bad a'Ghaill",58.05238,-5.26568,NA,NA,NA,115
3125,"Lochan coir a' Ghobhainn",57.18226,-6.277,NA,NA,NA,71
3126,"Giannitsa A",40.67444,22.32111,NA,NA,NA,5
3127,"Giannitsa B",40.66667,22.31667,NA,NA,NA,4
3128,"Glowczyn",52.42222,20.20833,NA,NA,NA,91
3129,"Lake Glubelka",54.95,26.41667,NA,NA,NA,224
3130,"Glubokoe",61.887818,36.625858,NA,NA,NA,105
3131,"Gölbasi Lake",37.75,37.55,NA,NA,NA,875
3132,"Gölhisar Gölü",37.13333,29.6,NA,NA,NA,949
3133,"Golkow",52.05139,20.97361,NA,NA,NA,101
3134,"Gotnavolok",62.2,33.8,NA,NA,NA,66
3135,"Venice",45.5,12.25,NA,NA,NA,6
3136,"Gretskoe",55.63333,27.76667,NA,NA,NA,131
3137,"Gun-Nur",50.2618,106.6188,NA,NA,NA,639
3138,"Håkulls Mosse",56.28818,12.519322,NA,NA,NA,134
3139,"Halos I",39.160154,22.837282,NA,NA,NA,2
3140,"Hälsegyl",56.5436,14.6097,NA,NA,NA,138
3141,"Halsjön II",56.23333,15.31667,NA,NA,NA,32
3142,"Hawks Tor",50.540892,-4.612328,NA,NA,NA,215
3143,"Lough Henney",54.45546,-5.92155,NA,NA,NA,78
3144,"Hirschenmoor",47.915742,8.092448,NA,NA,NA,873
3145,"Hirvilampi",60.62404,24.25122,NA,NA,NA,101
3146,"Hitchin",51.9358,-0.27688,NA,NA,NA,86
3147,"Hockham Mere",52.5,0.83333,NA,NA,NA,47
3148,"Haut-Clion",47.11667,-2.025,NA,NA,NA,5
3149,"Hoton-Nur",48.67256,88.28455,NA,NA,NA,2042
3150,"Houghall Wood",54.75,-1.56667,NA,NA,NA,32
3151,"Hoxne",52.33556,1.2,NA,NA,NA,27
3152,"Hroznotín",49.75811,15.35538,NA,NA,NA,503
3153,"Hort Timoner",39.875,4.12639,NA,NA,NA,13
3154,"Hubsugul",50.6286,100.22665,NA,NA,NA,1646
3155,"Huleh",33.10556,35.52833,NA,NA,NA,458
3156,"Ivano-Frankovskoye",49.91667,23.76667,NA,NA,NA,305
3157,"Ilgis Lake",54.41667,23.43333,NA,NA,NA,110
3158,"Ilmen Lake",58.2769,31.28552,NA,NA,NA,16
3159,"Imatu Mire",59.10972,27.50783,NA,NA,NA,39
3160,"Imbramowice",50.96637,16.57798,NA,NA,NA,165
3161,"Inurritza",43.28917,-2.15389,NA,NA,NA,-3
3162,"Ioannina",39.65,20.916,NA,NA,NA,469
3163,"Ioannina II",39.69194,20.83972,NA,NA,NA,461
3164,"Ioannina I",39.7625,20.73056,NA,NA,NA,458
3165,"Isokärret",60.214606,22.798556,NA,NA,NA,24
3166,"Liptovský Ján",49.04167,19.67778,NA,NA,NA,642
3167,"Jasiel",49.3705,21.8875,NA,NA,NA,689
3168,"Spolí",48.985354,14.708586,NA,NA,NA,446
3169,"Velanská cesta",48.77444,14.927156,NA,NA,NA,494
3170,"Červené blato",48.86363,14.79583,NA,NA,NA,475
3171,"Borkovická blata",49.232262,14.621568,NA,NA,NA,415
3172,"Branná",48.955424,14.804076,NA,NA,NA,434
3173,"Barbora",48.942402,14.807094,NA,NA,NA,435
3174,"Švarcenberk",49.143988,14.703396,NA,NA,NA,416
3175,"Jestřebské blato",50.601566,14.609992,NA,NA,NA,244
3176,"Plan du Jeu",45.60722,6.53222,NA,NA,NA,2024
3177,"Kaarkotinlampi",61.41513,25.86881,NA,NA,NA,105
3178,"Kaartlamminsuo",60.737178,24.216752,NA,NA,NA,105
3179,"Kalven",56.53516,14.55571,NA,NA,NA,150
3180,"Kangerjoki",66.12667,28.99524,NA,NA,NA,272
3181,"Kararmik Batakligi",38.425,30.8,NA,NA,NA,983
3182,"Karasieozerskoe",56.76667,60.75,NA,NA,NA,206
3183,"Lake Karujarv",58.38333,22.2,NA,NA,NA,44
3184,"Karukula",58.100988,24.984454,NA,NA,NA,67
3185,"Kassjön",63.92548,20.00963,NA,NA,NA,91
3186,"Lake Orestiás",40.55194,21.32222,NA,NA,NA,654
3187,"Kaz Gölü",40.28333,36.15,NA,NA,NA,526
3188,"Khodzal",42.95417,41.91111,NA,NA,NA,2351
3189,"Kepskoe",65.08333,32.16667,NA,NA,NA,115
3190,"Khimaditis",40.621724,21.59239,NA,NA,NA,592
3191,"Khimaditis Ib",40.621724,21.59239,NA,NA,NA,592
3192,"Khimaditis III",40.6125,21.58611,NA,NA,NA,590
3193,"Khimaditis IV",40.64167,21.61972,NA,NA,NA,586
3194,"King's Pool",52.807804,-2.109106,NA,NA,NA,67
3195,"Kirkkosaari",60.857428,24.489334,NA,NA,NA,77
3196,"Kittilä",65.025,24.68333,NA,NA,NA,7
3197,"Kletnia Stara",51.635,21.67917,NA,NA,NA,112
3198,"Kluki",54.70694,17.28472,NA,NA,NA,2
3199,"Koldychevo",53.26667,26.06667,NA,NA,NA,181
3200,"Lake Kolmilaträsk",60.29171,20.14137,NA,NA,NA,6
3201,"Komořanské jezero",50.53839,13.527398,NA,NA,NA,172
3202,"Koppalosuo",62.28333,33.65,NA,NA,NA,101
3203,"Köycegiz Gölü",36.875,28.64167,NA,NA,NA,5
3204,"Krageholmssjön",55.50078,13.74492,NA,NA,NA,71
3205,"Krugloye",66.37107,37.58162,NA,NA,NA,135
3206,"Kroksjön",56.27346,15.00843,NA,NA,NA,51
3207,"Krontjärnen",66.23468,20.84254,NA,NA,NA,51
3208,"Kubenskoe Lake",59.64799,39.42172,NA,NA,NA,78
3209,"Küçük Akgöl",40.86667,30.43333,NA,NA,NA,49
3210,"Kuivajarvi",60.78455,23.85616,NA,NA,NA,44
3211,"Kunyok",67.83333,33.66667,NA,NA,NA,217
3212,"Kupena",41.98333,24.33333,NA,NA,NA,1469
3213,"Lough Goller",53.03333,-9.41667,NA,NA,NA,-38
3214,"Lackan Bog",54.26583,-6.10082,NA,NA,NA,77
3215,"La Cote-Vercors",45.09722,5.55861,NA,NA,NA,974
3216,"Ladoga Lake",60.682798,31.361532,NA,NA,NA,-14
3217,"Lagodekhi",41.91444,46.37361,NA,NA,NA,2751
3218,"Dunshauglin",53.51667,-6.51667,NA,NA,NA,90
3219,"Laguna Grande",37.10889,-4.3025,NA,NA,NA,792
3220,"Lac du Lait",45.31417,6.81528,NA,NA,NA,2197
3221,"Lalaxkärret",60.147404,21.859866,NA,NA,NA,20
3222,"Landruchie Mire",61,39,NA,NA,NA,124
3223,"Landshaftnoe",64.56667,30.53333,NA,NA,NA,185
3224,"Laguna de la Roya",42.135308,-6.793838,NA,NA,NA,1612
3225,"Etang du Lautrey",46.58722,5.86389,NA,NA,NA,784
3226,"Col des Lauzes",44.76722,6.53694,NA,NA,NA,1820
3227,"Lavau",47.34194,-1.93417,NA,NA,NA,5
3228,"La Vie",48.54833,-0.25833,NA,NA,NA,237
3229,"Lade Bank",53.06966,0.08387,NA,NA,NA,5
3230,"Le Cloitre Saint Thégonnec",48.5,-3.5,NA,NA,NA,184
3231,"Lake Lednica",52.54901,17.38084,NA,NA,NA,118
3232,"Leikishke Bog",54.53333,23.53333,NA,NA,NA,80
3233,"Le Grand Lemps",45.47333,5.41667,NA,NA,NA,672
3234,"Lilla Gloppsjön",59.80167,14.62333,NA,NA,NA,186
3235,"Lignin Lake",44.10417,6.70861,NA,NA,NA,2288
3236,"Liivjarve Bog",59.30546,27.57509,NA,NA,NA,25
3237,"Lilla Sjö",56.28143,13.92491,NA,NA,NA,51
3238,"Lillsjön",57.08333,12.53333,NA,NA,NA,46
3239,"The Bog Liman",49.73333,37.66667,NA,NA,NA,75
3240,"Ljungsjön",57.73429,13.33269,NA,NA,NA,229
3241,"Llanilid",51.51667,-3.45,NA,NA,NA,62
3242,"Loch Lomond Ross Dubh",56.119132,-4.649246,NA,NA,NA,150
3243,"Little Lochans",54.86667,-4.98333,NA,NA,NA,12
3244,"Lac Long Inférieur",44.05778,7.45,NA,NA,NA,2111
3245,"Lobsigensee",47.03194,7.29917,NA,NA,NA,509
3246,"Lochinskoe",53.55,28.6,NA,NA,NA,161
3247,"Locmariaquer",47.55444,-2.93222,NA,NA,NA,14
3248,"Logné",47.32833,-1.50111,NA,NA,NA,8
3249,"Lomzyca",53.16667,22.04444,NA,NA,NA,99
3250,"Lomzyca 2",53.15833,22.05,NA,NA,NA,106
3251,"Long Lough",54.432492,-5.879674,NA,NA,NA,62
3252,"The Loons",59.09776,-3.30624,NA,NA,NA,6
3253,"Loras",45.66639,5.24333,NA,NA,NA,416
3254,"Loučky",49.324306,15.532934,NA,NA,NA,580
3255,"Luganskoe",43.72186,40.70077,NA,NA,NA,2368
3256,"Lundin Tower",56.21529,-2.97206,NA,NA,NA,14
3257,"Lutinière",46.44444,-0.86222,NA,NA,NA,23
3258,"Beaufort Birkenbach",49.84722,6.12583,NA,NA,NA,202
3259,"Berdorf Aesbaach",49.83028,6.43667,NA,NA,NA,326
3260,"Breidfeld",50.12278,6.06306,NA,NA,NA,431
3261,"Echternach",49.79944,6.23139,NA,NA,NA,373
3262,"Pettange sur Alzette",49.78056,6.10833,NA,NA,NA,249
3263,"Reisdorf",49.85167,6.30167,NA,NA,NA,380
3264,"Maanselänsuo",65.61709,29.61124,NA,NA,NA,237
3265,"Lake Maardu",59.43333,25,NA,NA,NA,34
3266,"Machecoul",46.99167,-1.86667,NA,NA,NA,5
3267,"Madic",45.37139,2.45944,NA,NA,NA,416
3268,"Maksimkin Yar",58.678038,86.708748,NA,NA,NA,99
3269,"Malčín",49.69159,15.45905,NA,NA,NA,495
3270,"Maleshevska Mountains Peat Bog",41.7,23.03333,NA,NA,NA,1472
3271,"Maloe",54.18333,28.2,NA,NA,NA,169
3272,"Hobbs Lot March",52.58592,0.07036,NA,NA,NA,9
3273,"Loch Maree",57.672206,-5.479654,NA,NA,NA,3
3274,"Mareuge",45.62194,2.89972,NA,NA,NA,1072
3275,"Marks Tey",51.86667,0.78333,NA,NA,NA,38
3276,"Lago di Martignano",42.112862,12.316776,NA,NA,NA,205
3277,"Masehjavri",69.04527,20.97475,NA,NA,NA,665
3278,"Vitosha Mountains Peat Bog",42.54718,23.2917,NA,NA,NA,2153
3279,"Mayralampi",62.34206,26.23393,NA,NA,NA,109
3280,"Loch Mealt",57.60481,-6.18169,NA,NA,NA,20
3281,"Lake Medvezhino",55.26667,28.78333,NA,NA,NA,126
3282,"Melen Gölü",40.76667,31.05,NA,NA,NA,117
3283,"Mezhgornoe",66.36667,30.7,NA,NA,NA,120
3284,"Michurinskoe Lake",60.55618,29.89338,NA,NA,NA,103
3285,"Minitumba",63.45263,33.10971,NA,NA,NA,118
3286,"Lake Mirabad",33.08333,47.71667,NA,NA,NA,789
3287,"Mjällsjön",57.09696,12.57381,NA,NA,NA,70
3288,"M. Lommesjön",58.57941,12.13734,NA,NA,NA,152
3289,"Mokré louky (South)",49.001672,14.777506,NA,NA,NA,421
3290,"Mokré louky (North)",49.02481,14.76891,NA,NA,NA,416
3291,"Moerbeke",51.17139,4.94806,NA,NA,NA,11
3292,"Moerzeke",51.04833,4.17639,NA,NA,NA,4
3293,"Le Monal",45.55694,6.92861,NA,NA,NA,2020
3294,"Le Mont",45.55139,6.54889,NA,NA,NA,1998
3295,"Lago Grande di Monticchio",40.93049,15.604298,NA,NA,NA,649
3296,"Morrone Birkwoods",56.9975,-3.4325,NA,NA,NA,416
3297,"Mosfell",64.12611,-20.60972,NA,NA,NA,104
3298,"Moss of Cree",54.92333,-4.45,NA,NA,NA,7
3299,"Mossen",60.12146,21.58979,NA,NA,NA,6
3300,"Les Moussous",44.63139,3.01472,NA,NA,NA,1290
3301,"Lac Mouton",44.05778,7.44472,NA,NA,NA,2158
3302,"Mukkavaara",68.91667,21,NA,NA,NA,511
