"siteid","sitename","lat","long","area","notes","description","elev"
14563,"Hüttendamm",53.65,13.85,NA,NA,NA,7
14564,"Biskupinskie Lake",52.79159,17.74458,NA,NA,NA,76
14565,"Maly Suszek",53.71617,17.77116,NA,NA,NA,106
14566,"Dury",53.6389,18.35323,NA,NA,NA,102
14567,"Galenbecker See",53.61776,13.73084,NA,NA,NA,8
14568,"Heinrichswalder Damm",53.55,13.75,NA,NA,NA,75
14569,"Pillon Gsteig-Diablerets",46.35972,7.19861,NA,NA,NA,1686
14570,"Babi Dól",54.293528,18.307358,NA,NA,NA,200
14571,"Zarnowiec Peat Bog",54.72321,18.10602,NA,NA,NA,3
14572,"Darzlubie Forest",54.70555,18.16208,NA,NA,NA,37
14573,"Lake Racze",53.96802,14.60637,NA,NA,NA,8
14574,"Wolin II",53.85885,14.61586,NA,NA,NA,10
14575,"Moosbruch",53.60955,13.92869,NA,NA,NA,6
14576,"Horst",54.13306,13.18611,NA,NA,NA,7
14577,"Nienhofer Forst",52.97806,11.03611,NA,NA,NA,38
14580,"Jezioro Druzno",54.103186,19.468442,NA,NA,NA,2
14581,"Lac de Bretaye",46.32603,7.07212,NA,NA,NA,1775
14582,"Rieseberger Moor",52.285044,10.805534,NA,NA,NA,105
14583,"Leysin Les Léchières",46.34722,7.02167,NA,NA,NA,1263
14584,"Georgenfelder Hochmoor",50.72794,13.74448,NA,NA,NA,861
14585,"Lac d'Aï",46.36389,7.005,NA,NA,NA,1884
14586,"Schwarzsee",46.67,7.28666,NA,NA,NA,1035
14587,"Saanenmöser",46.51861,7.31167,NA,NA,NA,1277
14588,"Süfternen-Grönegg",46.73556,7.375,NA,NA,NA,1423
14589,"Untere Bunschleren Boltigen",46.60028,7.41917,NA,NA,NA,1682
14590,"Obergestelen Zweisimmen",46.5825,7.435,NA,NA,NA,1815
14591,"Gerzensee",46.83056,7.54694,NA,NA,NA,603
14592,"Pian di Verra superiore",45.89722,7.69167,NA,NA,NA,2602
14593,"Torveraz",45.69528,6.86056,NA,NA,NA,2406
14594,"Lac de Lod",45.8025,7.60972,NA,NA,NA,1455
14595,"Tourbière de Loditor",45.80097,7.61012,NA,NA,NA,1462
14596,"Tourbière de Santa Anna",45.86334,7.788702,NA,NA,NA,2527
14597,"Tourbière Lo Cret",45.90778,7.84167,NA,NA,NA,3690
14598,"Tourbière de Pilaz",45.81694,7.28611,NA,NA,NA,1733
14599,"Lac de Champlong",45.825866,7.645884,NA,NA,NA,2352
14600,"Tourbière de Champlong",45.824862,7.644858,NA,NA,NA,2314
14601,"Oppligen",46.83111,7.59417,NA,NA,NA,557
14602,"Linden",46.85083,7.68611,NA,NA,NA,895
14603,"Kumata",42.59028,23.25167,NA,NA,NA,1759
14604,"Steregoiu",47.807814,23.540158,NA,NA,NA,937
14605,"Semenic",45.18,22.05944,NA,NA,NA,1399
14606,"Ortasee",45.80803,8.395546,NA,NA,NA,341
14607,"Nagy-mohos-tó",48.340226,20.430272,NA,NA,NA,307
14608,"Saltarino sotto",45.52611,10.50333,NA,NA,NA,186
14609,"Saltarino sopra",45.52972,10.49972,NA,NA,NA,199
14610,"Bondone",46.017064,11.041072,NA,NA,NA,1557
14611,"Brockenkuppe",51.80667,10.60667,NA,NA,NA,1011
14612,"Trepalle Livigno",46.51889,10.18306,NA,NA,NA,2016
14613,"Lago Piccolo di Avigliana",45.053196,7.39077,NA,NA,NA,364
14614,"Csögle",47.21583,17.255,NA,NA,NA,131
14616,"Märchenwald",51.78694,10.535,NA,NA,NA,774
14617,"Schwarzes Moor / Rhön",50.51139,10.06972,NA,NA,NA,773
14620,"Rotes Moor / Rhön",50.46833,9.98444,NA,NA,NA,817
14621,"Seelohe",50.022954,11.85535,NA,NA,NA,760
14622,"Pompeii",40.75028,14.48278,NA,NA,NA,17
14623,"Oplontis",40.75722,14.45361,NA,NA,NA,13
14624,"Pölöske",46.75611,16.92472,NA,NA,NA,152
14625,"Szigliget",46.8,17.43333,NA,NA,NA,112
14626,"Balatonederics",46.8,17.38333,NA,NA,NA,114
14627,"Alsópáhok",46.77444,17.17028,NA,NA,NA,128
14628,"Zalavár",46.78528,17.155,NA,NA,NA,182
14629,"Pötréte",46.67889,16.93306,NA,NA,NA,136
14630,"Woryty",53.7525,20.206322,NA,NA,NA,90
14631,"Swietokrzyskie Lake",52.54452,17.59571,NA,NA,NA,94
14632,"Leonora Curtin",35.56852,-106.107502,NA,NA,NA,1854
14633,"Gleboczek Lake",52.64908,17.62666,NA,NA,NA,86
14634,"Ispani 2",41.860556,41.79985,NA,NA,NA,6
14635,"Tlstá hora",48.89417,17.88861,NA,NA,NA,463
14636,"Moor bei Rottenbach",50.39135,10.93331,NA,NA,NA,476
14637,"Rappershausen im Grabfeld",50.38469,10.38791,NA,NA,NA,380
14638,"Sägistalsee",46.6798,7.97638,NA,NA,NA,1947
14639,"Wachseldorn Untermoos",46.82194,7.735,NA,NA,NA,985
14640,"Long Lake",41.498896,-106.368418,NA,NA,NA,2720
14641,"Sauborst",50.27611,12.09944,NA,NA,NA,588
14642,"Weissenstadter Forst",50.12786,11.8868,NA,NA,NA,723
14643,"Fichtelberg",49.99152,11.84873,NA,NA,NA,616
14644,"Lago dell'Accesa",42.987498,10.892302,NA,NA,NA,150
14645,"Lake Durankulak",43.669696,28.544144,NA,NA,NA,10
14648,"Feld Alp Holzmatten",46.65917,8.00417,NA,NA,NA,2154
14649,"Bachalpsee",46.66929,8.020694,NA,NA,NA,2267
14650,"Hagelseeli",46.67278,8.03528,NA,NA,NA,2383
14652,"Hinterburgseeli",46.71801,8.06769,NA,NA,NA,1525
14658,"Dog Creek",68.353616,-138.85991,NA,NA,NA,369
14659,"Lake Sedmo Rilsko",42.21074,23.325318,NA,NA,NA,2099
14660,"Svyatoye 2",51.09749,24.34003,NA,NA,NA,188
14661,"Makovich",50.9764,24.22203,NA,NA,NA,213
14662,"Miroshy",51.19139,28.01373,NA,NA,NA,176
14663,"Khomin Mokh",51.206374,28.044644,NA,NA,NA,174
14664,"Stoyanov 2",50.35164,24.669768,NA,NA,NA,208
14665,"Polonichka",50.255864,24.738926,NA,NA,NA,203
14666,"Bolotnya",50.35948,23.942268,NA,NA,NA,203
14667,"Kulichkovskoye",50.292254,24.080106,NA,NA,NA,190
14668,"Lopatin",50.205706,24.797946,NA,NA,NA,192
14669,"Turova Dacha",48.909174,24.114818,NA,NA,NA,459
14670,"Tsetula",50,24,NA,NA,NA,261
14671,"Maly Podleski",49.91667,24.01667,NA,NA,NA,322
14672,"Mire Gyola",41.35472,23.12528,NA,NA,NA,683
14673,"Tchumina peat bog",42.83333,24.83333,NA,NA,NA,1121
14676,"Zvenigorod-Kotsurovskoye",49.8,24.23333,NA,NA,NA,229
14677,"Nowy Gutiski",50.26667,26.83333,NA,NA,NA,246
15676,"Boscoreale",40.76139,14.47139,NA,NA,NA,15
15678,"Lake Blatisto",41.621166,24.677922,NA,NA,NA,1518
15679,"Iosipovo",51.19892,28.02352,NA,NA,NA,194
15682,"Wolfslohe",49.9075,12.04028,NA,NA,NA,823
15683,"Windbruch",49.60793,12.54137,NA,NA,NA,495
15684,"Brentenlohe",49.78722,12.4625,NA,NA,NA,740
15685,"Trogenmoos",46.76194,7.86389,NA,NA,NA,1473
15686,"Oberaar",46.54722,8.25556,NA,NA,NA,2387
15687,"Gänsemoos Schwarzenburg",46.83472,7.35639,NA,NA,NA,790
15688,"Moskovskiy Bobrik",50.55,34.5,NA,NA,NA,113
15689,"Rinderplatz",46.644508,11.491498,NA,NA,NA,1768
15690,"Dura-Moor",46.637822,11.457572,NA,NA,NA,2058
15691,"Schwarzsee",46.665744,11.43161,NA,NA,NA,2036
15692,"Vladař",50.078526,13.213992,NA,NA,NA,671
15693,"Malschötscher Hotter",46.66611,11.45833,NA,NA,NA,2055
15694,"Osoyevka",50.90287,35.16551,NA,NA,NA,141
15695,"Stav",50.41667,35.4,NA,NA,NA,121
15696,"Ledrosee",45.876916,10.765276,NA,NA,NA,645
15697,"Lago d'Averno",40.83667,14.07306,NA,NA,NA,4
15698,"Dossaccio Bormio",46.469994,10.336228,NA,NA,NA,1692
15699,"Black Sea (West)",42.83333,29.91667,NA,NA,NA,-2085
15700,"Jelení louže",50.891816,14.276158,NA,NA,NA,430
15701,"Sommersüss",46.759926,11.680222,NA,NA,NA,880
15702,"Lago Grande di Avigliana",45.06597,7.38727,NA,NA,NA,370
15705,"Královec",49.13194,18.02778,NA,NA,NA,582
15706,"Horní Lomná",49.52056,18.63083,NA,NA,NA,617
15709,"Lake Maliq",40.76667,20.78333,NA,NA,NA,808
15710,"Velký Děd",50.084794,17.217524,NA,NA,NA,1395
15711,"Mabo Moss",58.02114,16.05602,NA,NA,NA,97
15712,"Na bahně",50.198894,15.96132,NA,NA,NA,221
15713,"Kunštátská kaple",50.25,16.45,NA,NA,NA,1025
15714,"Vlčí rokle",50.604006,16.12701,NA,NA,NA,549
15715,"Kugelstattmoos",48.953182,12.857416,NA,NA,NA,863
15716,"Bokanjacko",44.18333,15.23333,NA,NA,NA,8
15717,"Kancelářský příkop",50.59666,16.10404,NA,NA,NA,661
15718,"Kraví hora",50.58407,16.1524,NA,NA,NA,717
15719,"Rokliny",50.5942,16.11156,NA,NA,NA,678
15720,"Vernéřovice 2",50.61135,16.20246,NA,NA,NA,478
15721,"Teplice nad Metují",50.58548,16.18415,NA,NA,NA,474
15722,"Březová",50.602896,16.242544,NA,NA,NA,454
15723,"Hynčice",50.63489,16.30593,NA,NA,NA,450
15724,"Heřmánkovice",50.65441,16.33341,NA,NA,NA,520
15725,"Křinice",50.5544,16.30578,NA,NA,NA,430
15726,"Martínkovice",50.53615,16.34791,NA,NA,NA,386
15727,"Broumovské stěny",50.52961,16.31002,NA,NA,NA,683
15728,"Broumovské stěny 2",50.5651,16.27412,NA,NA,NA,654
15730,"Rýchory",50.660422,15.852968,NA,NA,NA,953
15731,"Stříbrná bystřina",50.74655,15.6871,NA,NA,NA,1403
15732,"Úpské rašeliniště",50.736004,15.70752,NA,NA,NA,1420
15733,"Lake Tsuolbmajavri",68.68811,22.05346,NA,NA,NA,499
15734,"Ladik Gölü",40.90936,36.00906,NA,NA,NA,885
15735,"Yeniçaga Gölü",40.78002,32.02629,NA,NA,NA,981
15736,"Abant Gölü",40.6,31.28333,NA,NA,NA,1385
15737,"Pinarbasi",37.46667,30.05,NA,NA,NA,963
15739,"Hoyran Gölü",38.27743,30.86822,NA,NA,NA,918
15740,"Akgöl Adabag",37.5,33.73333,NA,NA,NA,987
15743,"Monte San Giorgio",45.90944,8.95389,NA,NA,NA,962
15745,"Labský důl",50.762596,15.551962,NA,NA,NA,1028
15746,"Etang de la Gruère",47.24056,7.05,NA,NA,NA,999
15747,"Süftenenegg",46.73444,7.39889,NA,NA,NA,1545
15748,"Hopschensee",46.2525,8.02306,NA,NA,NA,2027
15749,"Mittlere Hellelen",46.28306,7.84417,NA,NA,NA,1525
15750,"Dar Fatma",36.81825,8.77474,NA,NA,NA,774
15751,"Beni M'tir",36.72631,8.70971,NA,NA,NA,628
15752,"Beni M'tir",36.72595,8.70896,NA,NA,NA,628
15753,"Schwarzsee VS",45.99083,7.70694,NA,NA,NA,2567
15754,"Riffelsee",45.98333,7.76194,NA,NA,NA,2765
15755,"Grindjisee",46.01167,7.79111,NA,NA,NA,2341
15756,"Kef Eddbaâ",36.601358,8.396094,NA,NA,NA,985
15757,"Djebel El Ghorra",36.5975,8.39472,NA,NA,NA,1163
15758,"Ouinet Ennessours",36.6,8.4,NA,NA,NA,1135
15759,"Abiare",37.15,9.1,NA,NA,NA,186
15761,"Majen El Orbi",37.148646,9.097978,NA,NA,NA,211
15762,"Majen El Orbi",37.15294,9.0984,NA,NA,NA,132
15763,"Pančavská louka",50.76618,15.541672,NA,NA,NA,1326
15764,"Hrabanovská černava",50.21592,14.831158,NA,NA,NA,168
15765,"Mělnický úval - Přívory",50.29944,14.57833,NA,NA,NA,171
15770,"Chrást",50.259284,14.573476,NA,NA,NA,155
15771,"Stará Boleslav",50.198036,14.66948,NA,NA,NA,154
15772,"Červená louka",50.131382,13.723426,NA,NA,NA,335
15773,"Klíčava",50.143812,13.82766,NA,NA,NA,426
15774,"Břve",50.06635,14.23871,NA,NA,NA,344
15775,"Praha-Podbaba",50.1125,14.39167,NA,NA,NA,193
15776,"Jablůnka",49.38333,17.95,NA,NA,NA,317
15777,"Praha-Valdštejnská",50.09072,14.40639,NA,NA,NA,200
15778,"Kožlí",49.37639,14.02583,NA,NA,NA,462
15779,"Pohansko",48.728684,16.90096,NA,NA,NA,153
15780,"Machová",48.83083,17.54111,NA,NA,NA,433
15781,"Uherské Hradiště",49.06961,17.45758,NA,NA,NA,172
15782,"Halámky",48.85583,14.91667,NA,NA,NA,457
15783,"Creux de Croue",46.49687,6.12357,NA,NA,NA,1352
15784,"Hojkov",49.382508,15.412416,NA,NA,NA,635
15786,"Doupě",49.233718,15.42525,NA,NA,NA,581
15787,"Horní Pole",49.21306,15.31472,NA,NA,NA,671
15788,"Suchdol",49.131188,15.241478,NA,NA,NA,620
15789,"Stálkov",49.027572,15.295758,NA,NA,NA,601
15790,"Mladotice",49.22278,13.79528,NA,NA,NA,619
15791,"Němčice",49.19194,13.80139,NA,NA,NA,531
15792,"Vacovice",49.14056,13.79028,NA,NA,NA,716
15793,"Nahořany",49.13722,13.83,NA,NA,NA,624
15794,"Český Těšín",49.73861,18.60806,NA,NA,NA,283
15795,"Brušperk",49.70826,18.21357,NA,NA,NA,240
15796,"Stonava",49.79372,18.50163,NA,NA,NA,284
15797,"Ugii Nuur",47.764942,102.754234,NA,NA,NA,1319
15798,"Weiherlohe",49.72972,12.3875,NA,NA,NA,683
15799,"Kulzer Moos",49.3912,12.4482,NA,NA,NA,466
15801,"Murifeld Bern",46.9365,7.473,NA,NA,NA,545
15802,"Lörmoos Bern",46.98389,7.41333,NA,NA,NA,590
15803,"Chutti Boltigen",46.63333,7.3925,NA,NA,NA,972
15804,"Kakitu Mountain",38.05,96.46667,NA,NA,NA,4706
15805,"Greicheralp Riederalp",46.37972,8.03028,NA,NA,NA,1935
15806,"Aletschwald",46.38972,8.02556,NA,NA,NA,2013
15807,"Eggen ob Blatten",46.37194,7.99056,NA,NA,NA,1656
15808,"Bodmen Alp Bel",46.36306,7.96444,NA,NA,NA,1961
15809,"Grächen See",46.19556,7.845,NA,NA,NA,1723
15810,"Bitsch-Naters",46.34111,7.99167,NA,NA,NA,1074
15811,"Majen Ben H'mida",37.13333,9.08333,NA,NA,NA,247
15812,"Elatia-Rhodopes",41.47972,24.32583,NA,NA,NA,1527
15813,"Lailias",41.27384,23.58353,NA,NA,NA,1590
15814,"Lycée Descartes",47.39139,0.68944,NA,NA,NA,54
15815,"Les Humelles",47.39,-0.54639,NA,NA,NA,23
15816,"Etang de Tiffauges",47.01667,-1.11667,NA,NA,NA,53
15817,"Forc'han",48.34361,-3.86611,NA,NA,NA,213
15818,"Lemans",48.00583,0.20083,NA,NA,NA,102
15819,"Les Jacquots",46.39111,-0.66139,NA,NA,NA,12
15820,"Negron",47.41056,-0.95528,NA,NA,NA,53
15821,"Beles Mountains",41.31944,23.01611,NA,NA,NA,1413
15822,"Mount Paiko",41.05167,22.27472,NA,NA,NA,1029
15823,"Mount Voras",41.01972,21.91222,NA,NA,NA,1556
15824,"Flambouro-Pieria mountains",40.25944,22.17083,NA,NA,NA,1728
15825,"Lake Racou",42.55417,2.00833,NA,NA,NA,2002
15828,"North Flat Lake",53.609922,-106.496742,NA,NA,NA,518
15829,"Litochoro",40.13889,22.54611,NA,NA,NA,15
15830,"Pertouli",39.52417,21.4775,NA,NA,NA,1362
15831,"Les Fieux",44.84444,1.70917,NA,NA,NA,339
15832,"Marais de Fos",43.43667,4.93667,NA,NA,NA,5
15834,"Plateau d'Ovace",41.58472,9.08944,NA,NA,NA,1237
15835,"Prat-de-Bouc",45.05111,2.79417,NA,NA,NA,1380
15838,"Lake Xinias",39.0585,22.24997,NA,NA,NA,452
15839,"Trikhonis 5",38.569268,21.53437,NA,NA,NA,12
15841,"Lake Lerna",37.577542,22.727804,NA,NA,NA,6
15842,"Koiladha",37.416008,23.129258,NA,NA,NA,-3
15846,"Asi Gonia",35.248806,24.277954,NA,NA,NA,769
15847,"Lake Voulkaria",38.86667,20.83333,NA,NA,NA,13
15848,"Pozzine des bergeries de Vaccaja",42.2225,8.97944,NA,NA,NA,1570
15849,"Peryssagol",44.99472,2.27611,NA,NA,NA,541
15850,"Pailherols",44.95028,2.68528,NA,NA,NA,1023
15851,"Limagne",45.06639,3.65972,NA,NA,NA,1071
15855,"Les Enfrus",44.80306,2.89222,NA,NA,NA,967
15856,"Plagnes",44.53444,3.10917,NA,NA,NA,1254
15857,"Baraque Domengue",44.81194,2.86028,NA,NA,NA,991
15858,"Faltre",44.41139,3.59972,NA,NA,NA,1191
15859,"Montgros",44.80306,2.89222,NA,NA,NA,967
15860,"Cantecouyou",44.57056,3.0975,NA,NA,NA,1377
15861,"Bonnecombe",44.56667,3.125,NA,NA,NA,1333
15862,"La Chaumette",44.74722,3.085,NA,NA,NA,1199
15863,"Brameloup",44.74444,3.08111,NA,NA,NA,1177
15864,"Costaros",44.88972,3.8375,NA,NA,NA,1086
15865,"La Sauvetat",44.85556,3.8575,NA,NA,NA,1053
15866,"La Noue Basse",45.37667,2.94667,NA,NA,NA,1212
15867,"La Coualle Basse",45.4025,2.92667,NA,NA,NA,1203
15868,"Graspet",45.36972,2.88778,NA,NA,NA,1261
15869,"Le Fraud",45.39,2.96722,NA,NA,NA,1243
15871,"L03",54.601912,-105.966978,NA,NA,NA,624
15872,"Pontajou",44.88028,3.45472,NA,NA,NA,1353
15873,"La Godivelle",45.38444,2.92583,NA,NA,NA,1199
15874,"Etang de Cheylade",45.09,2.895,NA,NA,NA,1072
15875,"Chanaleilles",44.86528,3.46111,NA,NA,NA,1307
15876,"Lascols",44.99833,2.945,NA,NA,NA,1009
15877,"Chazeloux",45.19694,3.12389,NA,NA,NA,892
15878,"Pont des Sept trous",44.75861,3.5525,NA,NA,NA,1338
15879,"Lac du Saillant",45.33972,2.9125,NA,NA,NA,1250
15880,"Les Laubies",44.46667,3.65,NA,NA,NA,1315
15881,"Lozeret",44.46083,3.7475,NA,NA,NA,1401
15882,"Les Camargues",44.38167,3.81944,NA,NA,NA,1329
15883,"Sources du Tarn",44.40639,3.80472,NA,NA,NA,1539
15884,"Finiels",44.41528,3.73667,NA,NA,NA,1466
15885,"Somail",43.57694,2.70083,NA,NA,NA,874
15887,"La Salverguette",43.64083,2.90611,NA,NA,NA,1053
15888,"La Planésie",43.63417,2.8475,NA,NA,NA,973
15889,"Font Salesse",43.60167,2.97889,NA,NA,NA,1047
15890,"Baïssescure",43.55,2.8,NA,NA,NA,959
15891,"Neyrac",44.465,3.76056,NA,NA,NA,1251
15892,"Le Cros",44.39056,3.77472,NA,NA,NA,1337
15893,"Tourbière du Peschio",44.45,3.6,NA,NA,NA,1386
15894,"Tourbière des Narses Mortes",44.43333,3.6,NA,NA,NA,1228
15895,"Lastioulles",45.38611,2.63611,NA,NA,NA,759
15896,"Le Jolan",45.13944,2.85917,NA,NA,NA,1239
15897,"Silly-la-Poterie",49.18333,3.13333,NA,NA,NA,94
15898,"Fréchencourt",49.95,2.43333,NA,NA,NA,40
15899,"Coizard-Joches",48.81556,3.86611,NA,NA,NA,129
15901,"Fort Center",26.955648,-81.139798,NA,NA,NA,5
15902,"saint-Malo-de-Guersac",47.33972,-2.16556,NA,NA,NA,6
15903,"Ile d'Errand",47.3725,-2.15917,NA,NA,NA,6
15904,"La Guérivière",46.96361,-0.91917,NA,NA,NA,126
15905,"Tourbière de Venec",48.36833,-3.88111,NA,NA,NA,217
15906,"Lac de Brennilis",48.35361,-3.88722,NA,NA,NA,180
15907,"Montjean-sur-Loire",47.3925,-0.85389,NA,NA,NA,13
15908,"Tanneurs",47.21389,-1.55722,NA,NA,NA,18
15909,"Ilot Sully",47.2225,-1.55139,NA,NA,NA,9
15910,"Couëdic",47.21389,-1.55722,NA,NA,NA,18
15911,"Trois-Oeufs",47.36806,-0.74,NA,NA,NA,14
15912,"Gautraie",47.36611,-0.73639,NA,NA,NA,13
15913,"Le Sol de Loire",47.39917,-0.87306,NA,NA,NA,11
15914,"Saint-Linaire",46.57056,-1.06556,NA,NA,NA,35
15915,"Challerie",47.85861,1.69972,NA,NA,NA,93
15916,"Les Tannières",46.50556,1.36222,NA,NA,NA,184
15917,"Tourbière de Landemarais",48.44167,-1.18167,NA,NA,NA,130
15918,"Langeais",47.3225,0.40861,NA,NA,NA,37
15919,"Saint-Michel-en-Brenne",46.80944,1.16389,NA,NA,NA,80
15920,"Grand Mez",46.74611,1.4425,NA,NA,NA,122
15921,"Cherine",46.79222,1.1775,NA,NA,NA,89
15922,"Blizon",46.74056,1.22889,NA,NA,NA,80
15923,"Malingue",48.43889,-0.575,NA,NA,NA,108
15924,"Lavaré",48.43333,-0.91667,NA,NA,NA,207
15925,"La Verderie",48.35,-0.42778,NA,NA,NA,271
15926,"Tourbière de Parcay-sur-Vienne",47.09222,0.48056,NA,NA,NA,28
15929,"Corniche de Pail",48.41667,-0.21111,NA,NA,NA,362
15930,"Saint-Benoit-sur-Loire",47.81028,2.31917,NA,NA,NA,106
15931,"Parcay-sur-Vienne",47.10583,0.48,NA,NA,NA,32
15932,"Pezou",47.87083,1.15083,NA,NA,NA,88
15935,"Cinq-Mars-la-Pile",47.33778,0.45111,NA,NA,NA,31
15936,"Caves d'Amont",47.32667,0.47528,NA,NA,NA,31
15937,"Lann Vihan",47.34694,-2.86444,NA,NA,NA,4
15939,"Port-La-Croix",47.33528,-2.87417,NA,NA,NA,-4
15940,"Ilot de la Boucherie",47.21639,-1.5575,NA,NA,NA,17
15941,"Charcenay",47.40472,0.64222,NA,NA,NA,46
15944,"Marais de Redon",47.65083,-2.08389,NA,NA,NA,18
15945,"Riabelais",47.4025,0.64833,NA,NA,NA,41
15946,"La Grande Brousse",47.48667,0.67417,NA,NA,NA,63
15947,"Bois-Jésus",47.41333,0.63806,NA,NA,NA,49
15948,"Epinette",47.19944,-2.08111,NA,NA,NA,19
15949,"La Parée beach",46.62639,-1.86833,NA,NA,NA,7
15950,"Marais de Brière",47.3175,-2.01,NA,NA,NA,6
15951,"Tumulus de Dissignac",47.27083,-2.27917,NA,NA,NA,20
15952,"Petit Marais",47.21722,-2.10222,NA,NA,NA,4
15953,"Fillauderie",47.20806,-2.13694,NA,NA,NA,4
15954,"Moulin de Thévalles",47.96944,-0.41639,NA,NA,NA,68
15955,"Les Noës",47.95167,-0.42028,NA,NA,NA,54
15956,"Roc-en-Pail",47.33472,-0.74056,NA,NA,NA,19
15957,"Tourbière de Stang Zu",47.96778,-4.08861,NA,NA,NA,44
15958,"Tourbière de Kerogan",47.96194,-4.09556,NA,NA,NA,5
15959,"Marais de Kerdual",47.58667,-3.05167,NA,NA,NA,4
15960,"Châtelliers-en-Auzay",46.44917,-0.84667,NA,NA,NA,20
15962,"Rondeau Bay (R34)",42.271758,-81.87044,NA,NA,NA,174
15964,"Le Lane",47.25972,0.21806,NA,NA,NA,26
15965,"La Prairie du Cassoir",47.25667,0.1475,NA,NA,NA,22
15966,"Pied-Lizet en Longèves",46.25,-0.96667,NA,NA,NA,3
15968,"La Bergerie en Charron",46.30111,-1.04389,NA,NA,NA,10
15969,"La Grange",46.08972,-0.77528,NA,NA,NA,19
15970,"Castle Suscinio",47.5125,-2.72722,NA,NA,NA,3
15971,"Le Pré Caslot",47.26167,0.21722,NA,NA,NA,19
15972,"Kerminihy beach",47.63278,-3.20083,NA,NA,NA,2
15973,"Arzon",47.53889,-2.89083,NA,NA,NA,8
15974,"Vertonne",46.54972,-1.76472,NA,NA,NA,2
15975,"Sauveterre",46.54333,-1.80833,NA,NA,NA,3
15976,"Jaunay",46.66278,-1.89222,NA,NA,NA,3
15977,"Ecours",46.61222,-1.84278,NA,NA,NA,5
15979,"Ancenis",47.3825,-1.165,NA,NA,NA,8
15986,"Lac de l'Abbaye",46.52889,5.91083,NA,NA,NA,881
15987,"La Mastine en Nuaillé d'Aunis",46.24972,-0.96111,NA,NA,NA,2
15988,"Les Préaux",47.28472,0.01611,NA,NA,NA,22
15989,"Trinity River bayhead",29.762574,-94.712684,NA,NA,NA,4
15991,"Marais des Bourbes",46.55,-1.81667,NA,NA,NA,6
15992,"Petit Rocher",46.66306,-1.91556,NA,NA,NA,2
15993,"La boire Torse",47.38667,-1.07,NA,NA,NA,11
16003,"Trinity River Valley",29.662984,-94.793216,NA,NA,NA,-2
16025,"Corpus Christi Bay",27.779558,-97.352326,NA,NA,NA,-4
16026,"Rimarde",48.10056,2.31,NA,NA,NA,97
16042,"Les Naudières",47.5375,0.70222,NA,NA,NA,92
16044,"Rybachiy",69.63333,32.36667,NA,NA,NA,96
16045,"Bulgarian Black Sea",42.46556,28.40639,NA,NA,NA,-201
16091,"Marais de Maurepas",48.10222,2.58278,NA,NA,NA,68
16092,"Salonnes",48.79222,6.49806,NA,NA,NA,189
16093,"Le Gesvres",47.27222,-1.59583,NA,NA,NA,44
16094,"Carquefou",47.30917,-1.47694,NA,NA,NA,11
16095,"Changeon",47.27611,0.13194,NA,NA,NA,29
16096,"Marais de Méron",47.38056,-1.12333,NA,NA,NA,12
16097,"Rezé",47.1925,-1.56694,NA,NA,NA,5
16098,"Cordemais",47.28083,-1.87611,NA,NA,NA,5
16099,"Oudon",47.35556,-1.29361,NA,NA,NA,19
16100,"Marais de Champtocé",47.41361,-0.86056,NA,NA,NA,22
16101,"Marais de Munet",47.22167,-0.09583,NA,NA,NA,29
16102,"Marais de Lisle",47.42972,-1.49444,NA,NA,NA,7
16103,"Marais de la Poupinière",47.40278,-1.50278,NA,NA,NA,10
16104,"Marais de Mazerolles",47.35806,-1.47861,NA,NA,NA,9
16105,"Tourbière de Nay",47.31056,-1.53417,NA,NA,NA,7
16106,"Saint Quirin",48.60972,7.06472,NA,NA,NA,300
16119,"Hanau",49.01028,7.53778,NA,NA,NA,238
16120,"Port des Lamberts",46.96083,4.01056,NA,NA,NA,704
16121,"Marais du Grang Chaumet",46.9375,1.89139,NA,NA,NA,140
16122,"Tourbière de Chavannes",46.85222,2.37611,NA,NA,NA,154
16123,"Molesme",47.95722,4.37306,NA,NA,NA,179
16124,"Tavaux",47.03639,5.4075,NA,NA,NA,184
16125,"Tourbière de Mouthe",46.70972,6.19167,NA,NA,NA,941
16126,"Coulon",46.32194,-0.58528,NA,NA,NA,6
16127,"Chens-sur-Léman",46.32528,6.26722,NA,NA,NA,407
16128,"Lac de Bart",45.76028,5.74056,NA,NA,NA,235
16129,"Lac de Chalain",46.67028,5.79139,NA,NA,NA,511
16130,"Duingt",45.82889,6.20333,NA,NA,NA,448
16131,"Tourbière des Barbouillons",46.90528,6.28639,NA,NA,NA,801
16132,"Paleochenal de Beauvoisin",46.93333,5.37278,NA,NA,NA,177
16133,"Paleochenal de Neublans",46.91611,5.33778,NA,NA,NA,177
16134,"Tourbière du Mou de Pleure",46.91389,5.45056,NA,NA,NA,209
16135,"Les Nans",46.78972,5.97444,NA,NA,NA,669
16136,"Grozon",46.89056,5.70028,NA,NA,NA,255
16137,"Lac de Chalain",46.67028,5.79139,NA,NA,NA,511
16138,"Lac de Clairvaux",46.565,5.74917,NA,NA,NA,522
16139,"Tourbière de Narbief",47.08028,6.6975,NA,NA,NA,921
16140,"Tourbière de Censeau",46.81389,6.05528,NA,NA,NA,828
16141,"Lac de Malpas",46.83389,6.29389,NA,NA,NA,943
16142,"Lac de Chaillexon",47.06,6.6725,NA,NA,NA,746
16143,"Lac Cerin",45.77722,5.56194,NA,NA,NA,755
